StoreNum,Last,First,HireDate,FireDate,Position,FullTime,EmpId,City,State,Zip,Street,ReceiptNumber,SaleDate,Weekend,isCash,Receipt,Quantity,Item,Id,Flavor,Food,Price,Type
13,PADMANABHAN,JOSEF,2000-01-05,2000-01-21,Manager,True,13,Portland,OR,97209,678 Burnside St,409,2000-01-05,False,True,409,2,35,35,Apricot,Danish,1.15,Food
13,WIMBLEY,ALFONZO,2000-01-28,2000-01-30,Cashier,True,39,Portland,OR,97209,678 Burnside St,409,2000-01-05,False,True,409,2,35,35,Apricot,Danish,1.15,Food
13,SAAVEDRA,HYACINTH,2000-01-27,2000-01-29,Cashier,True,40,Portland,OR,97209,678 Burnside St,409,2000-01-05,False,True,409,2,35,35,Apricot,Danish,1.15,Food
10,DURNEY,FELIPE,2000-01-07,2000-01-18,Manager,True,10,Bakersfield,CA,93308,1850 Truxtun Ave,663,2000-01-03,False,False,663,3,35,35,Apricot,Danish,1.15,Food
11,STILNER,TOVA,2000-01-19,2000-01-27,Manager,True,11,Sacramento,CA,94211,1420 15th st,222,2000-01-24,False,True,222,4,35,35,Apricot,Danish,1.15,Food
1,COCOROS,ADAN,2000-08-19,2000-01-25,Manager,True,1,San Francisco,CA,94171,150 Hayes St,875,2000-04-29,True,True,875,1,35,35,Apricot,Danish,1.15,Food
2,ROHLA,JESSE,2000-03-27,2000-08-30,Manager,True,2,San Luis Obispo,CA,93405,1430 Chorro St,727,2000-01-11,False,True,727,2,35,35,Apricot,Danish,1.15,Food
2,PESCH,MARGARETT,2000-01-26,2000-01-30,Cashier,True,22,San Luis Obispo,CA,93405,1430 Chorro St,727,2000-01-11,False,True,727,2,35,35,Apricot,Danish,1.15,Food
2,HAUSLADEN,LUISE,2000-01-22,2000-01-29,Shift Manager,True,23,San Luis Obispo,CA,93405,1430 Chorro St,727,2000-01-11,False,True,727,2,35,35,Apricot,Danish,1.15,Food
2,IWANEJKO,BEA,2000-01-21,2000-01-24,Manager,True,24,San Luis Obispo,CA,93405,1430 Chorro St,727,2000-01-11,False,True,727,2,35,35,Apricot,Danish,1.15,Food
1,COCOROS,ADAN,2000-08-19,2000-01-25,Manager,True,1,San Francisco,CA,94171,150 Hayes St,122,2000-06-19,False,False,122,3,35,35,Apricot,Danish,1.15,Food
19,NOLLETTE,ANGELO,2000-01-22,2000-01-28,Manager,True,19,Flagstaff,AZ,86001,700 University Ave,93,2000-01-01,True,False,93,5,35,35,Apricot,Danish,1.15,Food
19,CZWAKIEL,TALITHA,2000-01-25,2000-01-28,Manager,True,48,Flagstaff,AZ,86001,700 University Ave,93,2000-01-01,True,False,93,5,35,35,Apricot,Danish,1.15,Food
19,SAVE,AUDRY,2000-01-21,2000-01-29,Manager,True,49,Flagstaff,AZ,86001,700 University Ave,93,2000-01-01,True,False,93,5,35,35,Apricot,Danish,1.15,Food
14,CRATCH,RODNEY,2000-01-03,2000-01-17,Manager,True,14,Seattle,WA,98111,550 Thomas St,599,2000-01-16,False,False,599,1,35,35,Apricot,Danish,1.15,Food
14,SEINER,CLEMENTE,2000-01-26,2000-01-29,Barista,False,41,Seattle,WA,98111,550 Thomas St,599,2000-01-16,False,False,599,1,35,35,Apricot,Danish,1.15,Food
14,ROLLINGER,SANTOS,2000-01-13,2000-01-25,Shift Manager,True,42,Seattle,WA,98111,550 Thomas St,599,2000-01-16,False,False,599,1,35,35,Apricot,Danish,1.15,Food
14,JI,STARLA,2000-01-07,2000-01-12,Shift Manager,True,43,Seattle,WA,98111,550 Thomas St,599,2000-01-16,False,False,599,1,35,35,Apricot,Danish,1.15,Food
14,KOVALCHIK,DARRICK,2000-01-08,2000-01-21,Barista,True,44,Seattle,WA,98111,550 Thomas St,599,2000-01-16,False,False,599,1,35,35,Apricot,Danish,1.15,Food
14,CRATCH,RODNEY,2000-01-03,2000-01-17,Manager,True,14,Seattle,WA,98111,550 Thomas St,725,2000-01-06,False,False,725,4,35,35,Apricot,Danish,1.15,Food
14,SEINER,CLEMENTE,2000-01-26,2000-01-29,Barista,False,41,Seattle,WA,98111,550 Thomas St,725,2000-01-06,False,False,725,4,35,35,Apricot,Danish,1.15,Food
14,ROLLINGER,SANTOS,2000-01-13,2000-01-25,Shift Manager,True,42,Seattle,WA,98111,550 Thomas St,725,2000-01-06,False,False,725,4,35,35,Apricot,Danish,1.15,Food
14,JI,STARLA,2000-01-07,2000-01-12,Shift Manager,True,43,Seattle,WA,98111,550 Thomas St,725,2000-01-06,False,False,725,4,35,35,Apricot,Danish,1.15,Food
14,KOVALCHIK,DARRICK,2000-01-08,2000-01-21,Barista,True,44,Seattle,WA,98111,550 Thomas St,725,2000-01-06,False,False,725,4,35,35,Apricot,Danish,1.15,Food
12,SPURZEM,BRITTNEY,2000-01-25,2000-01-26,Manager,True,12,Stockton,CA,95208,300 Oak St,861,2000-01-20,False,False,861,3,35,35,Apricot,Danish,1.15,Food
16,WORDLOW,WILL,2000-01-09,2000-01-14,Manager,True,16,Reno,NV,89507,446 Center St,519,2000-01-01,True,False,519,4,35,35,Apricot,Danish,1.15,Food
17,HEISE,CHARMAINE,2000-01-23,2000-01-28,Manager,True,17,Las Vegas,NV,89101,4122 Rainbow Blvd,435,2000-01-01,True,True,435,2,35,35,Apricot,Danish,1.15,Food
17,SMOTHERMAN,KARRI,2000-01-05,2000-01-28,Cashier,True,45,Las Vegas,NV,89101,4122 Rainbow Blvd,435,2000-01-01,True,True,435,2,35,35,Apricot,Danish,1.15,Food
17,BOWERMAN,STEPHENIE,2000-01-03,2000-01-22,Manager,True,46,Las Vegas,NV,89101,4122 Rainbow Blvd,435,2000-01-01,True,True,435,2,35,35,Apricot,Danish,1.15,Food
17,SPECKEN,MARC,2000-01-12,2000-01-13,Shift Manager,True,47,Las Vegas,NV,89101,4122 Rainbow Blvd,435,2000-01-01,True,True,435,2,35,35,Apricot,Danish,1.15,Food
14,CRATCH,RODNEY,2000-01-03,2000-01-17,Manager,True,14,Seattle,WA,98111,550 Thomas St,797,2000-01-01,True,True,797,3,35,35,Apricot,Danish,1.15,Food
14,SEINER,CLEMENTE,2000-01-26,2000-01-29,Barista,False,41,Seattle,WA,98111,550 Thomas St,797,2000-01-01,True,True,797,3,35,35,Apricot,Danish,1.15,Food
14,ROLLINGER,SANTOS,2000-01-13,2000-01-25,Shift Manager,True,42,Seattle,WA,98111,550 Thomas St,797,2000-01-01,True,True,797,3,35,35,Apricot,Danish,1.15,Food
14,JI,STARLA,2000-01-07,2000-01-12,Shift Manager,True,43,Seattle,WA,98111,550 Thomas St,797,2000-01-01,True,True,797,3,35,35,Apricot,Danish,1.15,Food
14,KOVALCHIK,DARRICK,2000-01-08,2000-01-21,Barista,True,44,Seattle,WA,98111,550 Thomas St,797,2000-01-01,True,True,797,3,35,35,Apricot,Danish,1.15,Food
2,ROHLA,JESSE,2000-03-27,2000-08-30,Manager,True,2,San Luis Obispo,CA,93405,1430 Chorro St,715,2000-01-10,False,False,715,1,35,35,Apricot,Danish,1.15,Food
2,PESCH,MARGARETT,2000-01-26,2000-01-30,Cashier,True,22,San Luis Obispo,CA,93405,1430 Chorro St,715,2000-01-10,False,False,715,1,35,35,Apricot,Danish,1.15,Food
2,HAUSLADEN,LUISE,2000-01-22,2000-01-29,Shift Manager,True,23,San Luis Obispo,CA,93405,1430 Chorro St,715,2000-01-10,False,False,715,1,35,35,Apricot,Danish,1.15,Food
2,IWANEJKO,BEA,2000-01-21,2000-01-24,Manager,True,24,San Luis Obispo,CA,93405,1430 Chorro St,715,2000-01-10,False,False,715,1,35,35,Apricot,Danish,1.15,Food
3,HUCKABEE,COLLEEN,2000-01-18,2000-01-28,Manager,True,3,Los Angeles,CA,90081,400 Lincoln Ave,636,2000-01-14,True,False,636,2,35,35,Apricot,Danish,1.15,Food
3,TYSARCZYK,BENNY,2000-01-19,2000-01-20,Cashier,False,25,Los Angeles,CA,90081,400 Lincoln Ave,636,2000-01-14,True,False,636,2,35,35,Apricot,Danish,1.15,Food
3,MCCOMISH,CLARINE,2000-01-16,2000-01-18,Barista,False,26,Los Angeles,CA,90081,400 Lincoln Ave,636,2000-01-14,True,False,636,2,35,35,Apricot,Danish,1.15,Food
3,LUOTO,JENA,2000-01-27,2000-01-30,Barista,False,27,Los Angeles,CA,90081,400 Lincoln Ave,636,2000-01-14,True,False,636,2,35,35,Apricot,Danish,1.15,Food
16,WORDLOW,WILL,2000-01-09,2000-01-14,Manager,True,16,Reno,NV,89507,446 Center St,20,2000-01-07,True,False,20,4,35,35,Apricot,Danish,1.15,Food
15,PROO,SONIA,2000-01-03,2000-01-18,Manager,True,15,Olympia,WA,98512,312 State Ave,479,2000-01-29,True,False,479,4,35,35,Apricot,Danish,1.15,Food
20,DEBRECHT,JERALD,2000-01-04,2000-01-19,Manager,True,20,Tucson,AZ,85701,1900 Speedway Blvd,258,2000-01-25,False,False,258,2,35,35,Apricot,Danish,1.15,Food
20,BARRIE,RENE,2000-01-20,2000-01-28,Manager,True,21,Tucson,AZ,85701,1900 Speedway Blvd,258,2000-01-25,False,False,258,2,35,35,Apricot,Danish,1.15,Food
20,BRANDSTETTER,MOISES,2000-01-04,2000-01-10,Shift Manager,True,50,Tucson,AZ,85701,1900 Speedway Blvd,258,2000-01-25,False,False,258,2,35,35,Apricot,Danish,1.15,Food
8,MARSCHALL,WYATT,2000-01-04,2000-01-30,Manager,True,8,Santa Barbara,CA,93108,1337 Anacapa St,554,2000-01-17,False,False,554,3,35,35,Apricot,Danish,1.15,Food
9,DIERCKS,MAEGAN,2000-01-25,2000-01-26,Manager,True,9,Monterey,CA,93943,730 Park Ave,598,2000-01-03,False,False,598,1,35,35,Apricot,Danish,1.15,Food
9,BULOSAN,JAMIE,2000-01-21,2000-01-26,Shift Manager,True,34,Monterey,CA,93943,730 Park Ave,598,2000-01-03,False,False,598,1,35,35,Apricot,Danish,1.15,Food
9,PIEPENBURG,ROLF,2000-01-20,2000-01-25,Shift Manager,True,35,Monterey,CA,93943,730 Park Ave,598,2000-01-03,False,False,598,1,35,35,Apricot,Danish,1.15,Food
9,FERDIN,ERICA,2000-01-02,2000-01-04,Shift Manager,True,36,Monterey,CA,93943,730 Park Ave,598,2000-01-03,False,False,598,1,35,35,Apricot,Danish,1.15,Food
9,THIRY,SILVANA,2000-01-02,2000-01-29,Barista,True,37,Monterey,CA,93943,730 Park Ave,598,2000-01-03,False,False,598,1,35,35,Apricot,Danish,1.15,Food
9,LOPATA,NICHOL,2000-01-27,2000-01-28,Shift Manager,True,38,Monterey,CA,93943,730 Park Ave,598,2000-01-03,False,False,598,1,35,35,Apricot,Danish,1.15,Food
14,CRATCH,RODNEY,2000-01-03,2000-01-17,Manager,True,14,Seattle,WA,98111,550 Thomas St,154,2000-01-01,True,False,154,4,35,35,Apricot,Danish,1.15,Food
14,SEINER,CLEMENTE,2000-01-26,2000-01-29,Barista,False,41,Seattle,WA,98111,550 Thomas St,154,2000-01-01,True,False,154,4,35,35,Apricot,Danish,1.15,Food
14,ROLLINGER,SANTOS,2000-01-13,2000-01-25,Shift Manager,True,42,Seattle,WA,98111,550 Thomas St,154,2000-01-01,True,False,154,4,35,35,Apricot,Danish,1.15,Food
14,JI,STARLA,2000-01-07,2000-01-12,Shift Manager,True,43,Seattle,WA,98111,550 Thomas St,154,2000-01-01,True,False,154,4,35,35,Apricot,Danish,1.15,Food
14,KOVALCHIK,DARRICK,2000-01-08,2000-01-21,Barista,True,44,Seattle,WA,98111,550 Thomas St,154,2000-01-01,True,False,154,4,35,35,Apricot,Danish,1.15,Food
9,DIERCKS,MAEGAN,2000-01-25,2000-01-26,Manager,True,9,Monterey,CA,93943,730 Park Ave,455,2000-01-13,False,False,455,1,35,35,Apricot,Danish,1.15,Food
9,BULOSAN,JAMIE,2000-01-21,2000-01-26,Shift Manager,True,34,Monterey,CA,93943,730 Park Ave,455,2000-01-13,False,False,455,1,35,35,Apricot,Danish,1.15,Food
9,PIEPENBURG,ROLF,2000-01-20,2000-01-25,Shift Manager,True,35,Monterey,CA,93943,730 Park Ave,455,2000-01-13,False,False,455,1,35,35,Apricot,Danish,1.15,Food
9,FERDIN,ERICA,2000-01-02,2000-01-04,Shift Manager,True,36,Monterey,CA,93943,730 Park Ave,455,2000-01-13,False,False,455,1,35,35,Apricot,Danish,1.15,Food
9,THIRY,SILVANA,2000-01-02,2000-01-29,Barista,True,37,Monterey,CA,93943,730 Park Ave,455,2000-01-13,False,False,455,1,35,35,Apricot,Danish,1.15,Food
9,LOPATA,NICHOL,2000-01-27,2000-01-28,Shift Manager,True,38,Monterey,CA,93943,730 Park Ave,455,2000-01-13,False,False,455,1,35,35,Apricot,Danish,1.15,Food
5,YERGIN,MARCELINA,2000-01-24,2000-01-27,Manager,True,5,Los Angeles,CA,90001,200 Olive St,615,2000-01-08,True,True,615,5,35,35,Apricot,Danish,1.15,Food
5,BUBIER,ANDRES,2000-01-20,2000-01-26,Shift Manager,True,28,Los Angeles,CA,90001,200 Olive St,615,2000-01-08,True,True,615,5,35,35,Apricot,Danish,1.15,Food
5,PLEAS,DEMARCUS,2000-01-21,2000-01-30,Barista,True,29,Los Angeles,CA,90001,200 Olive St,615,2000-01-08,True,True,615,5,35,35,Apricot,Danish,1.15,Food
5,SCHNEIDMAN,MATT,2000-01-18,2000-01-23,Cashier,True,30,Los Angeles,CA,90001,200 Olive St,615,2000-01-08,True,True,615,5,35,35,Apricot,Danish,1.15,Food
5,DILGARD,BEATA,2000-01-17,2000-01-18,Barista,True,31,Los Angeles,CA,90001,200 Olive St,615,2000-01-08,True,True,615,5,35,35,Apricot,Danish,1.15,Food
5,KLINNERT,YON,2000-01-02,2000-01-12,Cashier,True,32,Los Angeles,CA,90001,200 Olive St,615,2000-01-08,True,True,615,5,35,35,Apricot,Danish,1.15,Food
5,STATHIS,LAURICE,2000-01-08,2000-01-10,Cashier,False,33,Los Angeles,CA,90001,200 Olive St,615,2000-01-08,True,True,615,5,35,35,Apricot,Danish,1.15,Food
17,HEISE,CHARMAINE,2000-01-23,2000-01-28,Manager,True,17,Las Vegas,NV,89101,4122 Rainbow Blvd,358,2000-01-08,True,False,358,3,35,35,Apricot,Danish,1.15,Food
17,SMOTHERMAN,KARRI,2000-01-05,2000-01-28,Cashier,True,45,Las Vegas,NV,89101,4122 Rainbow Blvd,358,2000-01-08,True,False,358,3,35,35,Apricot,Danish,1.15,Food
17,BOWERMAN,STEPHENIE,2000-01-03,2000-01-22,Manager,True,46,Las Vegas,NV,89101,4122 Rainbow Blvd,358,2000-01-08,True,False,358,3,35,35,Apricot,Danish,1.15,Food
17,SPECKEN,MARC,2000-01-12,2000-01-13,Shift Manager,True,47,Las Vegas,NV,89101,4122 Rainbow Blvd,358,2000-01-08,True,False,358,3,35,35,Apricot,Danish,1.15,Food
17,HEISE,CHARMAINE,2000-01-23,2000-01-28,Manager,True,17,Las Vegas,NV,89101,4122 Rainbow Blvd,316,2000-01-13,False,False,316,5,35,35,Apricot,Danish,1.15,Food
17,SMOTHERMAN,KARRI,2000-01-05,2000-01-28,Cashier,True,45,Las Vegas,NV,89101,4122 Rainbow Blvd,316,2000-01-13,False,False,316,5,35,35,Apricot,Danish,1.15,Food
17,BOWERMAN,STEPHENIE,2000-01-03,2000-01-22,Manager,True,46,Las Vegas,NV,89101,4122 Rainbow Blvd,316,2000-01-13,False,False,316,5,35,35,Apricot,Danish,1.15,Food
17,SPECKEN,MARC,2000-01-12,2000-01-13,Shift Manager,True,47,Las Vegas,NV,89101,4122 Rainbow Blvd,316,2000-01-13,False,False,316,5,35,35,Apricot,Danish,1.15,Food
11,STILNER,TOVA,2000-01-19,2000-01-27,Manager,True,11,Sacramento,CA,94211,1420 15th st,891,2000-01-17,False,False,891,4,35,35,Apricot,Danish,1.15,Food
8,MARSCHALL,WYATT,2000-01-04,2000-01-30,Manager,True,8,Santa Barbara,CA,93108,1337 Anacapa St,538,2000-01-20,False,False,538,4,35,35,Apricot,Danish,1.15,Food
15,PROO,SONIA,2000-01-03,2000-01-18,Manager,True,15,Olympia,WA,98512,312 State Ave,4,2000-01-21,True,False,4,1,35,35,Apricot,Danish,1.15,Food
19,NOLLETTE,ANGELO,2000-01-22,2000-01-28,Manager,True,19,Flagstaff,AZ,86001,700 University Ave,495,2000-01-19,False,False,495,5,35,35,Apricot,Danish,1.15,Food
19,CZWAKIEL,TALITHA,2000-01-25,2000-01-28,Manager,True,48,Flagstaff,AZ,86001,700 University Ave,495,2000-01-19,False,False,495,5,35,35,Apricot,Danish,1.15,Food
19,SAVE,AUDRY,2000-01-21,2000-01-29,Manager,True,49,Flagstaff,AZ,86001,700 University Ave,495,2000-01-19,False,False,495,5,35,35,Apricot,Danish,1.15,Food
7,TOLMAN,BRICE,2000-01-17,2000-01-25,Manager,True,7,San Jose,CA,95106,200 Keyes St,161,2000-01-07,True,True,161,1,35,35,Apricot,Danish,1.15,Food
19,NOLLETTE,ANGELO,2000-01-22,2000-01-28,Manager,True,19,Flagstaff,AZ,86001,700 University Ave,520,2000-01-16,False,False,520,1,35,35,Apricot,Danish,1.15,Food
19,CZWAKIEL,TALITHA,2000-01-25,2000-01-28,Manager,True,48,Flagstaff,AZ,86001,700 University Ave,520,2000-01-16,False,False,520,1,35,35,Apricot,Danish,1.15,Food
19,SAVE,AUDRY,2000-01-21,2000-01-29,Manager,True,49,Flagstaff,AZ,86001,700 University Ave,520,2000-01-16,False,False,520,1,35,35,Apricot,Danish,1.15,Food
17,HEISE,CHARMAINE,2000-01-23,2000-01-28,Manager,True,17,Las Vegas,NV,89101,4122 Rainbow Blvd,453,2000-01-01,True,False,453,4,35,35,Apricot,Danish,1.15,Food
17,SMOTHERMAN,KARRI,2000-01-05,2000-01-28,Cashier,True,45,Las Vegas,NV,89101,4122 Rainbow Blvd,453,2000-01-01,True,False,453,4,35,35,Apricot,Danish,1.15,Food
17,BOWERMAN,STEPHENIE,2000-01-03,2000-01-22,Manager,True,46,Las Vegas,NV,89101,4122 Rainbow Blvd,453,2000-01-01,True,False,453,4,35,35,Apricot,Danish,1.15,Food
17,SPECKEN,MARC,2000-01-12,2000-01-13,Shift Manager,True,47,Las Vegas,NV,89101,4122 Rainbow Blvd,453,2000-01-01,True,False,453,4,35,35,Apricot,Danish,1.15,Food
10,DURNEY,FELIPE,2000-01-07,2000-01-18,Manager,True,10,Bakersfield,CA,93308,1850 Truxtun Ave,391,2000-01-27,False,True,391,2,35,35,Apricot,Danish,1.15,Food
18,LAZZARA,ROSALBA,2000-01-28,2000-01-30,Manager,True,18,Phoenix,AZ,85016,2400 Camelback Rd,69,2000-01-28,True,False,69,5,35,35,Apricot,Danish,1.15,Food
2,ROHLA,JESSE,2000-03-27,2000-08-30,Manager,True,2,San Luis Obispo,CA,93405,1430 Chorro St,10,2000-01-22,True,True,10,2,35,35,Apricot,Danish,1.15,Food
2,PESCH,MARGARETT,2000-01-26,2000-01-30,Cashier,True,22,San Luis Obispo,CA,93405,1430 Chorro St,10,2000-01-22,True,True,10,2,35,35,Apricot,Danish,1.15,Food
2,HAUSLADEN,LUISE,2000-01-22,2000-01-29,Shift Manager,True,23,San Luis Obispo,CA,93405,1430 Chorro St,10,2000-01-22,True,True,10,2,35,35,Apricot,Danish,1.15,Food
2,IWANEJKO,BEA,2000-01-21,2000-01-24,Manager,True,24,San Luis Obispo,CA,93405,1430 Chorro St,10,2000-01-22,True,True,10,2,35,35,Apricot,Danish,1.15,Food
2,ROHLA,JESSE,2000-03-27,2000-08-30,Manager,True,2,San Luis Obispo,CA,93405,1430 Chorro St,527,2000-01-13,False,False,527,3,35,35,Apricot,Danish,1.15,Food
2,PESCH,MARGARETT,2000-01-26,2000-01-30,Cashier,True,22,San Luis Obispo,CA,93405,1430 Chorro St,527,2000-01-13,False,False,527,3,35,35,Apricot,Danish,1.15,Food
2,HAUSLADEN,LUISE,2000-01-22,2000-01-29,Shift Manager,True,23,San Luis Obispo,CA,93405,1430 Chorro St,527,2000-01-13,False,False,527,3,35,35,Apricot,Danish,1.15,Food
2,IWANEJKO,BEA,2000-01-21,2000-01-24,Manager,True,24,San Luis Obispo,CA,93405,1430 Chorro St,527,2000-01-13,False,False,527,3,35,35,Apricot,Danish,1.15,Food
5,YERGIN,MARCELINA,2000-01-24,2000-01-27,Manager,True,5,Los Angeles,CA,90001,200 Olive St,945,2000-01-05,False,False,945,4,35,35,Apricot,Danish,1.15,Food
5,BUBIER,ANDRES,2000-01-20,2000-01-26,Shift Manager,True,28,Los Angeles,CA,90001,200 Olive St,945,2000-01-05,False,False,945,4,35,35,Apricot,Danish,1.15,Food
5,PLEAS,DEMARCUS,2000-01-21,2000-01-30,Barista,True,29,Los Angeles,CA,90001,200 Olive St,945,2000-01-05,False,False,945,4,35,35,Apricot,Danish,1.15,Food
5,SCHNEIDMAN,MATT,2000-01-18,2000-01-23,Cashier,True,30,Los Angeles,CA,90001,200 Olive St,945,2000-01-05,False,False,945,4,35,35,Apricot,Danish,1.15,Food
5,DILGARD,BEATA,2000-01-17,2000-01-18,Barista,True,31,Los Angeles,CA,90001,200 Olive St,945,2000-01-05,False,False,945,4,35,35,Apricot,Danish,1.15,Food
5,KLINNERT,YON,2000-01-02,2000-01-12,Cashier,True,32,Los Angeles,CA,90001,200 Olive St,945,2000-01-05,False,False,945,4,35,35,Apricot,Danish,1.15,Food
5,STATHIS,LAURICE,2000-01-08,2000-01-10,Cashier,False,33,Los Angeles,CA,90001,200 Olive St,945,2000-01-05,False,False,945,4,35,35,Apricot,Danish,1.15,Food
14,CRATCH,RODNEY,2000-01-03,2000-01-17,Manager,True,14,Seattle,WA,98111,550 Thomas St,80,2000-01-15,True,True,80,5,35,35,Apricot,Danish,1.15,Food
14,SEINER,CLEMENTE,2000-01-26,2000-01-29,Barista,False,41,Seattle,WA,98111,550 Thomas St,80,2000-01-15,True,True,80,5,35,35,Apricot,Danish,1.15,Food
14,ROLLINGER,SANTOS,2000-01-13,2000-01-25,Shift Manager,True,42,Seattle,WA,98111,550 Thomas St,80,2000-01-15,True,True,80,5,35,35,Apricot,Danish,1.15,Food
14,JI,STARLA,2000-01-07,2000-01-12,Shift Manager,True,43,Seattle,WA,98111,550 Thomas St,80,2000-01-15,True,True,80,5,35,35,Apricot,Danish,1.15,Food
14,KOVALCHIK,DARRICK,2000-01-08,2000-01-21,Barista,True,44,Seattle,WA,98111,550 Thomas St,80,2000-01-15,True,True,80,5,35,35,Apricot,Danish,1.15,Food
15,PROO,SONIA,2000-01-03,2000-01-18,Manager,True,15,Olympia,WA,98512,312 State Ave,240,2000-01-25,False,False,240,1,35,35,Apricot,Danish,1.15,Food
5,YERGIN,MARCELINA,2000-01-24,2000-01-27,Manager,True,5,Los Angeles,CA,90001,200 Olive St,245,2000-01-29,True,False,245,4,35,35,Apricot,Danish,1.15,Food
5,BUBIER,ANDRES,2000-01-20,2000-01-26,Shift Manager,True,28,Los Angeles,CA,90001,200 Olive St,245,2000-01-29,True,False,245,4,35,35,Apricot,Danish,1.15,Food
5,PLEAS,DEMARCUS,2000-01-21,2000-01-30,Barista,True,29,Los Angeles,CA,90001,200 Olive St,245,2000-01-29,True,False,245,4,35,35,Apricot,Danish,1.15,Food
5,SCHNEIDMAN,MATT,2000-01-18,2000-01-23,Cashier,True,30,Los Angeles,CA,90001,200 Olive St,245,2000-01-29,True,False,245,4,35,35,Apricot,Danish,1.15,Food
5,DILGARD,BEATA,2000-01-17,2000-01-18,Barista,True,31,Los Angeles,CA,90001,200 Olive St,245,2000-01-29,True,False,245,4,35,35,Apricot,Danish,1.15,Food
5,KLINNERT,YON,2000-01-02,2000-01-12,Cashier,True,32,Los Angeles,CA,90001,200 Olive St,245,2000-01-29,True,False,245,4,35,35,Apricot,Danish,1.15,Food
5,STATHIS,LAURICE,2000-01-08,2000-01-10,Cashier,False,33,Los Angeles,CA,90001,200 Olive St,245,2000-01-29,True,False,245,4,35,35,Apricot,Danish,1.15,Food
5,YERGIN,MARCELINA,2000-01-24,2000-01-27,Manager,True,5,Los Angeles,CA,90001,200 Olive St,113,2000-01-27,False,False,113,3,35,35,Apricot,Danish,1.15,Food
5,BUBIER,ANDRES,2000-01-20,2000-01-26,Shift Manager,True,28,Los Angeles,CA,90001,200 Olive St,113,2000-01-27,False,False,113,3,35,35,Apricot,Danish,1.15,Food
5,PLEAS,DEMARCUS,2000-01-21,2000-01-30,Barista,True,29,Los Angeles,CA,90001,200 Olive St,113,2000-01-27,False,False,113,3,35,35,Apricot,Danish,1.15,Food
5,SCHNEIDMAN,MATT,2000-01-18,2000-01-23,Cashier,True,30,Los Angeles,CA,90001,200 Olive St,113,2000-01-27,False,False,113,3,35,35,Apricot,Danish,1.15,Food
5,DILGARD,BEATA,2000-01-17,2000-01-18,Barista,True,31,Los Angeles,CA,90001,200 Olive St,113,2000-01-27,False,False,113,3,35,35,Apricot,Danish,1.15,Food
5,KLINNERT,YON,2000-01-02,2000-01-12,Cashier,True,32,Los Angeles,CA,90001,200 Olive St,113,2000-01-27,False,False,113,3,35,35,Apricot,Danish,1.15,Food
5,STATHIS,LAURICE,2000-01-08,2000-01-10,Cashier,False,33,Los Angeles,CA,90001,200 Olive St,113,2000-01-27,False,False,113,3,35,35,Apricot,Danish,1.15,Food
14,CRATCH,RODNEY,2000-01-03,2000-01-17,Manager,True,14,Seattle,WA,98111,550 Thomas St,160,2000-01-05,False,False,160,3,35,35,Apricot,Danish,1.15,Food
14,SEINER,CLEMENTE,2000-01-26,2000-01-29,Barista,False,41,Seattle,WA,98111,550 Thomas St,160,2000-01-05,False,False,160,3,35,35,Apricot,Danish,1.15,Food
14,ROLLINGER,SANTOS,2000-01-13,2000-01-25,Shift Manager,True,42,Seattle,WA,98111,550 Thomas St,160,2000-01-05,False,False,160,3,35,35,Apricot,Danish,1.15,Food
14,JI,STARLA,2000-01-07,2000-01-12,Shift Manager,True,43,Seattle,WA,98111,550 Thomas St,160,2000-01-05,False,False,160,3,35,35,Apricot,Danish,1.15,Food
14,KOVALCHIK,DARRICK,2000-01-08,2000-01-21,Barista,True,44,Seattle,WA,98111,550 Thomas St,160,2000-01-05,False,False,160,3,35,35,Apricot,Danish,1.15,Food
19,NOLLETTE,ANGELO,2000-01-22,2000-01-28,Manager,True,19,Flagstaff,AZ,86001,700 University Ave,156,2000-01-03,False,False,156,1,35,35,Apricot,Danish,1.15,Food
19,CZWAKIEL,TALITHA,2000-01-25,2000-01-28,Manager,True,48,Flagstaff,AZ,86001,700 University Ave,156,2000-01-03,False,False,156,1,35,35,Apricot,Danish,1.15,Food
19,SAVE,AUDRY,2000-01-21,2000-01-29,Manager,True,49,Flagstaff,AZ,86001,700 University Ave,156,2000-01-03,False,False,156,1,35,35,Apricot,Danish,1.15,Food
12,SPURZEM,BRITTNEY,2000-01-25,2000-01-26,Manager,True,12,Stockton,CA,95208,300 Oak St,351,2000-01-26,False,False,351,5,35,35,Apricot,Danish,1.15,Food
3,HUCKABEE,COLLEEN,2000-01-18,2000-01-28,Manager,True,3,Los Angeles,CA,90081,400 Lincoln Ave,219,2000-01-07,True,True,219,3,35,35,Apricot,Danish,1.15,Food
3,TYSARCZYK,BENNY,2000-01-19,2000-01-20,Cashier,False,25,Los Angeles,CA,90081,400 Lincoln Ave,219,2000-01-07,True,True,219,3,35,35,Apricot,Danish,1.15,Food
3,MCCOMISH,CLARINE,2000-01-16,2000-01-18,Barista,False,26,Los Angeles,CA,90081,400 Lincoln Ave,219,2000-01-07,True,True,219,3,35,35,Apricot,Danish,1.15,Food
3,LUOTO,JENA,2000-01-27,2000-01-30,Barista,False,27,Los Angeles,CA,90081,400 Lincoln Ave,219,2000-01-07,True,True,219,3,35,35,Apricot,Danish,1.15,Food
